二,cj,阳,阳光,
二,ck,娉,妯娌,
二,cl,如,如果,
二,cm,姐,姐姐,
二,cn,女,女人,
二,co,防,防止,
二,cp,嫉,嫉妒,
二,cq,姚,姊妹,
二,cr,陛,陛下,
二,cs,随,随时,
二,ct,除,除非,
二,cu,予,予以,
二,cv,始,始终,
二,cw,阴,阴谋,
二,cx,妈,妈妈,
二,cy,也,也是,
二,da,趣,趣味,
二,db,起,起来,
二,dc,要,要求,
二,dd,歹,歹徒,
二,de,斯,故事,
二,df,感,感到,
二,dg,古,古代,
二,dh,石,基本,
二,di,十,十分,
二,dj,其,其他,
二,dk,走,走到,
二,dl,否,否定,
二,dm,真,真正,
二,dn,露,丰富,
二,do,尤,尤其,
二,dp,还,还是,
二,dq,克,克服,
二,dr,死,死亡,
二,ds,需,需要,
二,dt,零,零件,
二,du,碰,不会,
二,dv,成,成为,
二,dw,期,期间,
二,dx,西,甚至,
二,dy,雨,确定,
二,ea,何,何况,
二,eb,反,反应,
二,ec,他,他们,
二,ed,做,做事,
二,ee,任,任何,
二,ef,条,条件,
二,eg,代,代表,
二,eh,倒,倒是,
二,ei,位,位置,
二,ej,但,但是,
二,ek,伸,伸出,
二,el,保,保护,
二,em,处,处理,
二,en,促,促进,
二,eo,住,仿佛,
二,ep,近,近代,
二,eq,作,作用,
二,er,化,化学,
二,es,传,传统,
二,et,价,价格,
二,eu,信,信息,
二,ev,仍,仍然,
二,ew,件,遥远,
二,ex,似,似乎,
二,ey,你,你们,
二,fa,三,三个,
二,fb,权,权利,
二,fc,五,五十,
二,fd,无,无法,
二,fe,攻,攻击,
二,ff,本,本身,
二,fg,天,天气,
二,fh,元,标准,
二,fi,樟,一下,
二,fj,更,更加,
二,fk,两,两个,
二,fl,束,整个,
二,fm,想,相同,
二,fn,正,正确,
二,fo,工,工作,
二,fp,来,来到,
二,fq,机,机会,
二,fr,楷,楷体,
二,fs,开,开始,
二,ft,松,检查,
二,fu,样,样子,
二,fv,根,根据,
二,fw,万,构成,
二,fx,功,功能,
二,fy,枕,枕头,
二,ga,奇,奇怪,
二,gb,巨,巨大,
二,gc,靶,靶子,
二,gd,环,环境,
二,ge,革,革命,
二,gf,玩,玩笑,
二,gg,替,替代,
二,gh,套,鞋子,
二,gi,面,面前,
二,gj,春,春天,
二,gk,现,现在,
二,gl,或,或者,
二,gm,划,划分,
二,gn,王,王朝,
二,go,太,太阳,
二,gp,达,达到,
二,gq,医,医生,
二,gr,秦,大多数,
二,gs,弄,弄清,
二,gt,珍,珍惜,
二,gu,夫,夫人,
二,gv,酸,酸味,
二,gw,区,区域,
二,gx,勒,擊打,
二,gy,牵,牵连,
二,ha,寺,寺院,
二,hb,声,声音,
二,hc,车,地区,
二,hd,城,城市,
二,he,未,未来,
二,hf,士,士兵,
二,hg,干,干活,
二,hh,社,社会,
二,hi,世,世界,
二,hj,都,都是,
二,hk,至,至于,
二,hl,喜,喜欢,
二,hm,到,到了,
二,hn,址,,
二,ho,较,较为,
二,hp,连,连续,
二,hq,圳,轶事,
二,hr,老,表现,
二,hs,转,转化,
二,ht,土,输出,
二,hu,平,增加,
二,hv,去,却是,
二,hw,雅,均匀,
二,hx,礼,礼物,
二,hy,志,轨迹,
二,ia,河,河流,
二,ib,汉,汉语,
二,ic,池,池塘,
二,id,湖,漂亮,
二,ie,所,所以,
二,if,新,新闻,
二,ig,酒,汇报,
二,ih,法,法律,
二,ii,立,立即,
二,ij,意,意义,
二,ik,油,测量,
二,il,部,部分,
二,im,站,消息,
二,in,遍,遍布,
二,io,流,注意,
二,ip,济,浏览,
二,iq,产,产生,
二,ir,活,活动,
二,is,满,满足,
二,it,溜,溜走,
二,iu,淡,淡淡,
二,iv,治,治疗,
二,iw,洗,沟通,
二,ix,津,浸泡,
二,iy,学,学习,
二,ja,时,时候,
二,jb,照,照片,
二,jc,岷,,
二,jd,岩,岩石,
二,je,暖,暖和,
二,jf,量,果然,
二,jg,畏,畏惧,
二,jh,晴,晴朗,
二,ji,暗,暗示,
二,jj,晶,晶莹,
二,jk,映,岗位,
二,jl,巖,,
二,jm,晃,晃动,
二,jn,显,显然,
二,jo,早,影响,
二,jp,崆,崆峒,
二,jq,昨,昨天,
二,jr,日,日子,
二,js,山,山区,
二,jt,界,界限,
二,ju,畔,旷工,
二,jv,幽,幽默,
二,jw,明,明天,
二,jx,男,男女,
二,jy,思,思想,
二,ka,财,财产,
二,kb,贝,贝壳,
二,kc,虫,虫子,
二,kd,电,电子,
二,ke,申,申请,
二,kf,同,同时,
二,kg,贼,贼人,
二,kh,赌,,
二,ki,赔,赔偿,
二,kj,甲,螺旋,
二,kk,婴,婴儿,
二,kl,蝇,蜗牛,
二,km,则,叔叔,
二,kn,門,螳螂,
二,ko,由,由于,
二,kp,遇,遇到,
二,kq,贬,贬义,
二,kr,蝌,蝌蚪,
二,ks,里,里面,
二,kt,内,内容,
二,ku,赚,赚钱,
二,kv,水,水平,
二,kw,刚,刚才,
二,kx,见,见到,
二,ky,愚,愚昧,
二,la,呵,叮嘱,
二,lb,呢,,
二,lc,吧,,
二,ld,喊,喊道,
二,le,听,听到,
二,lf,呆,呆板,
二,lg,呈,呈现,
二,lh,呀,味道,
二,li,非,非常,
二,lj,喝,〔,
二,lk,员,虽然,
二,ll,品,品种,
二,lm,吵,吵架,
二,ln,嘴,嘴里,
二,lo,哼,咳嗽,
二,lp,嘛,斐然,
二,lq,吃,吃饭,
二,lr,响,响起,
二,ls,号,号码,
二,lt,只,只有,
二,lu,噌,兄弟姐妹,
二,lv,口,哪里,
二,lw,史,史学,
二,lx,吗,叫做,
二,ly,哈,哈哈,
二,ma,盯,小事,
二,mb,瞪,瞪大,
二,mc,齒,小姑娘,
二,md,置,置换,
二,me,睡,睡觉,
二,mf,目,目前,
二,mg,骨,,
二,mh,署,光线,
二,mi,且,小学生,
二,mj,桌,桌子,
二,mk,帽,帽子,
二,ml,点,战争,
二,mm,罩,帖子,
二,mn,虚,虚伪,
二,mo,罚,罚款,
二,mp,眯,虔诚,
二,mq,少,少数,
二,mr,罗,逻辑,
二,ms,瞒,瞒着,
二,mt,具,具体,
二,mu,虎,,
二,mv,眼,眼睛,
二,mw,瞧,瞧瞧,
二,mx,当,当然,
二,my,睁,睁开,
二,na,团,团结,
二,nb,紧,坚持,
二,nc,囡,囡囡,
二,nd,固,固定,
二,ne,黑,黑色,
二,nf,困,困难,
二,ng,因,因为,
二,nh,堂,墨水,
二,ni,止,止步,
二,nj,旧,旧式,
二,nk,赏,赏识,
二,nl,圆,圆圈,
二,nm,常,常常,
二,nn,趾,趾甲,
二,no,踪,踪影,
二,np,蹿,過去,
二,nq,四,四周,
二,nr,些,此外,
二,ns,尚,尚且,
二,nt,掌,掌握,
二,nu,业,业务,
二,nv,足,足以,
二,nw,跑,肯定,
二,nx,躍,躍居,
二,ny,跪,跪下,
二,oa,讨,讨论,
二,ob,记,记者,
二,oc,安,安排,
二,od,家,家庭,
二,oe,夜,夜晚,
二,of,定,语言,
二,og,方,方法,
二,oh,诗,诗歌,
二,oi,亥,谚语,
二,oj,课,课程,
二,ok,永,永远,
二,ol,就,就是,
二,om,刻,市场,
二,on,颤,颤抖,
二,oo,该,议论,
二,op,谜,谜语,
二,oq,许,许多,
二,or,话,它们,
二,os,实,实现,
二,ot,六,认为,
二,ou,说,说明,
二,ov,字,充分,
二,ow,谁,调整,
二,ox,辛,辛苦,
二,oy,密,密切,
二,pa,麻,麻烦,
二,pb,变,变化,
二,pc,数,数字,
二,pd,糊,糊涂,
二,pe,之,之后,
二,pf,空,空气,
二,pg,类,类型,
二,ph,精,精神,
二,pi,亦,亦可,
二,pj,间,间接,
二,pk,袖,袖子,
二,pl,问,问题,
二,pm,米,补充,
二,pn,门,门口,
二,po,闹,粮食,
二,pp,迷,迷惑,
二,pq,疯,疾病,
二,pr,窗,窗外,
二,ps,突,突然,
二,pt,容,容易,
二,pu,糖,阅读,
二,pv,被,被动,
二,pw,文,文化,
二,px,离,离开,
二,py,究,究竟,
二,qa,年,年代,
二,qb,每,每个,
二,qc,川,川菜,
二,qd,顺,顺利,
二,qe,笑,符合,
二,qf,短,策略,
二,qg,重,重要,
二,qh,等,等等,
二,qi,篇,篇章,
二,qj,几,几个,
二,qk,筒,舰队,
二,ql,知,知道,
二,qm,盘,怎么,
二,qn,凡,凡是,
二,qo,管,管理,
二,qp,简,简单,
二,qq,气,气候,
二,qr,儿,儿子,
二,qs,逃,逃跑,
二,qt,签,签字,
二,qu,瓜,瓜果,
二,qv,么,第一,
二,qw,风,风格,
二,qx,箫,笃信,
二,qy,答,答应,
二,ra,行,行为,
二,rb,径,径直,
二,rc,委,委托,
二,rd,德,德国,
二,re,饭,敌人,
二,rf,微,微笑,
二,rg,狂,狭窄,
二,rh,待,街道,
二,ri,匕,匕首,
二,rj,香,香味,
二,rk,独,独立,
二,rl,和,程度,
二,rm,外,外面,
二,rn,向,向前,
二,ro,往,往往,
二,rp,适,适应,
二,rq,疑,疑惑,
二,rr,多,多少,
二,rs,科,科学,
二,rt,徐,徐州,
二,ru,入,入口,
二,rv,很,很多,
二,rw,狗,饱和,
二,rx,乱,律师,
二,ry,称,称为,
二,sa,耐,耐心,
二,sb,友,互相,
二,sc,臣,,
二,sd,苦,斗争,
二,se,二,原则,
二,sf,与,左右,
二,sg,头,头上,
二,sh,压,压力,
二,si,落,范围,
二,sj,莫,莫非,
二,sk,黄,英雄,
二,sl,冲,冲突,
二,sm,布,《,
二,sn,存,存在,
二,so,丈,丈夫,
二,sp,蓉,蘑菇,
二,sq,犬,,
二,sr,而,而且,
二,ss,若,某些,
二,st,进,进行,
二,su,灰,灰色,
二,sv,动,运动,
二,sw,有,准备,
二,sx,历,历史,
二,sy,带,带来,
二,ta,昏,昏迷,
二,tb,分,分析,
二,tc,钕,人民币,
二,td,针,针对,
二,te,人,人们,
二,tf,钱,途径,
二,tg,全,全部,
二,th,长,长期,
二,ti,八,,
二,tj,留,留下,
二,tk,自,自己,
二,tl,钟,钟头,
二,tm,看,看见,
二,tn,用,用于,
二,to,今,今天,
二,tp,片,片面,
二,tq,铁,铁路,
二,tr,铭,铭记,
二,ts,会,会议,
二,tt,从,从而,
二,tu,手,手段,
二,tv,公,创造,
二,tw,父,父亲,
二,tx,迎,迎接,
二,ty,息,息怒,
二,ua,半,判断,
二,ub,羞,羞愧,
二,uc,序,序列,
二,ud,烦,烦恼,
二,ue,府,腐朽,
二,uf,差,差别,
二,ug,关,关系,
二,uh,美,美丽,
二,ui,应,应该,
二,uj,单,单位,
二,uk,赢,,
二,ul,总,总是,
二,um,店,盲目,
二,un,普,普遍,
二,uo,火,火车,
二,up,這,熔点,
二,uq,炸,炸弹,
二,ur,将,将来,
二,us,并,并且,
二,ut,道,道德,
二,uu,广,广大,
二,uv,弟,弟弟,
二,uw,前,前面,
二,ux,归,归来,
二,uy,忘,忘记,
二,va,那,那么,
二,vb,经,经济,
二,vc,弛,弛缓,
二,vd,续,迅速,
二,ve,终,终于,
二,vf,红,红色,
二,vg,参,参加,
二,vh,结,结果,
二,vi,乙,编辑,
二,vj,细,细节,
二,vk,子,子女,
二,vl,强,强调,
二,vm,组,组织,
二,vn,引,引起,
二,vo,孩,孩子,
二,vp,皮,退出,
二,vq,乡,乡村,
二,vr,绣,绣花,
二,vs,飞,飞机,
二,vt,张,费用,
二,vu,弹,弹性,
二,vv,书,书籍,
二,vw,能,能够,
二,vx,绿,纠正,
二,vy,绝,绝对,
二,wa,射,射击,
二,wb,缺,缺少,
二,wc,包,包子,
二,wd,腰,卑鄙,
二,we,身,身体,
二,wf,集,集中,
二,wg,生,生活,
二,wh,特,特别,
二,wi,臆,臆想,
二,wj,金,金子,
二,wk,千,千里,
二,wl,告,告诉,
二,wm,魈,罅隙,
二,wn,牛,牛奶,
二,wo,丹,丹麦,
二,wp,脑,脑袋,
二,wq,先,先生,
二,wr,脂,脂肪,
二,ws,希,希望,
二,wt,脸,忽然,
二,wu,焦,焦虑,
二,wv,腿,腿脚,
二,ww,物,物体,
二,wx,服,服务,
二,wy,月,月亮,
二,xa,寻,寻找,
二,xb,发,发生,
二,xc,驰,驰骋,
二,xd,骠,办不到,
二,xe,收,收拾,
二,xf,卫,卫生,
二,xg,骑,骑车,
二,xh,奘,以至于,
二,xi,骗,骗人,
二,xj,翼,翼展,
二,xk,力,力量,
二,xl,加,加强,
二,xm,马,马上,
二,xn,驷,以此类推,
二,xo,以,以后,
二,xp,边,边缘,
二,xq,群,群体,
二,xr,骢,出租车,
二,xs,羿,收藏夹,
二,xt,办,办法,
二,xu,习,习惯,
二,xv,即,即使,
二,xw,驳,驳斥,
二,xx,出去,出发,
二,xy,帚,加拿大,
二,ya,鸟,鸟类,
二,yb,快,快乐,
二,yc,色,色彩,
二,yd,怀,怀疑,
二,ye,合,合作,
二,yf,九,九月,
二,yg,惬,惬意,
二,yh,情,情况,
二,yi,憧,憧憬,
二,yj,慢,慢慢,
二,yk,负,负责,
二,yl,象,象征,
二,ym,尔,悄悄,
二,yn,悭,,
二,yo,惊,惊人,
二,yp,追,追求,
二,yq,必,必须,
二,yr,懊,懊悔,
二,ys,食,食物,
二,yt,解,解决,
二,yu,忙,忙碌,
二,yv,恨,惨痛,
二,yw,性,性格,
二,yx,争,争斗,
二,yy,恰,恰当,
